0.000000	2.000000	2.000000	67.000000	69.000000	0.000000	1.200000	3.000000	0.000000	240.000000	
2.000000	2.000000	2.000000	74.000000	97.000000	1.200000	1.200000	3.000000	240.000000	240.000000	
4.000000	2.000000	2.000000	70.000000	69.000000	2.400000	1.200000	3.000000	480.000000	240.000000	
6.000000	2.000000	2.000000	67.000000	69.000000	3.600000	1.200000	3.000000	720.000000	240.000000	
8.000000	2.000000	2.000000	66.000000	67.000000	4.800000	1.200000	3.000000	960.000000	240.000000	
10.000000	1.000000	2.000000	67.000000	78.000000	6.000000	0.600000	3.000000	1200.000000	120.000000	
11.000000	1.000000	2.000000	69.000000	82.000000	6.600000	0.600000	3.000000	1320.000000	120.000000	
12.000000	2.500000	2.000000	70.000000	84.000000	7.200000	1.500000	3.000000	1440.000000	300.000000	
14.500000	0.500000	2.000000	72.000000	81.000000	8.700000	0.300000	3.000000	1740.000000	60.000000	
15.000000	0.500000	2.000000	70.000000	77.000000	9.000000	0.300000	3.000000	1800.000000	60.000000	
15.500000	0.500000	2.000000	69.000000	74.000000	9.300000	0.300000	3.000000	1860.000000	60.000000	
16.000000	2.000000	1.000000	74.000000	68.000000	9.600000	1.200000	2.000000	1920.000000	240.000000	
16.000000	1.000000	2.000000	67.000000	74.000000	9.600000	0.600000	3.000000	1920.000000	120.000000	
17.000000	1.000000	2.000000	69.000000	82.000000	10.200000	0.600000	3.000000	2040.000000	120.000000	
18.000000	2.000000	1.000000	79.000000	89.000000	10.800000	1.200000	2.000000	2160.000000	240.000000	
18.000000	1.000000	2.000000	70.000000	76.000000	10.800000	0.600000	3.000000	2160.000000	120.000000	
19.000000	1.000000	2.000000	72.000000	79.000000	11.400000	0.600000	3.000000	2280.000000	120.000000	
20.000000	2.000000	1.000000	77.000000	74.000000	12.000000	1.200000	2.000000	2400.000000	240.000000	
20.000000	1.000000	2.000000	74.000000	83.000000	12.000000	0.600000	3.000000	2400.000000	120.000000	
21.000000	0.500000	2.000000	62.000000	58.000000	12.600000	0.300000	3.000000	2520.000000	60.000000	
21.500000	0.500000	2.000000	64.000000	73.000000	12.900000	0.300000	3.000000	2580.000000	60.000000	
22.000000	2.000000	1.000000	74.000000	70.000000	13.200000	1.200000	2.000000	2640.000000	240.000000	
22.000000	0.500000	2.000000	65.000000	83.000000	13.200000	0.300000	3.000000	2640.000000	60.000000	
22.500000	0.500000	2.000000	62.000000	66.000000	13.500000	0.300000	3.000000	2700.000000	60.000000	
23.000000	1.500000	2.000000	70.000000	92.000000	13.800000	0.900000	3.000000	2760.000000	180.000000	
24.000000	2.000000	1.000000	73.000000	73.000000	14.400000	1.200000	2.000000	2880.000000	240.000000	
24.500000	0.500000	2.000000	64.000000	64.000000	14.700000	0.300000	3.000000	2940.000000	60.000000	
25.000000	1.500000	2.000000	69.000000	88.000000	15.000000	0.900000	3.000000	3000.000000	180.000000	
26.000000	1.000000	1.000000	74.000000	82.000000	15.600000	0.600000	2.000000	3120.000000	120.000000	
26.500000	0.500000	2.000000	70.000000	80.000000	15.900000	0.300000	3.000000	3180.000000	60.000000	
27.000000	1.000000	1.000000	76.000000	81.000000	16.200000	0.600000	2.000000	3240.000000	120.000000	
27.000000	0.500000	2.000000	69.000000	74.000000	16.200000	0.300000	3.000000	3240.000000	60.000000	
27.500000	0.500000	2.000000	67.000000	71.000000	16.500000	0.300000	3.000000	3300.000000	60.000000	
28.000000	2.500000	1.000000	77.000000	81.000000	16.800000	1.500000	2.000000	3360.000000	300.000000	
28.000000	1.000000	2.000000	69.000000	80.000000	16.800000	0.600000	3.000000	3360.000000	120.000000	
29.000000	1.000000	2.000000	71.000000	81.000000	17.400000	0.600000	3.000000	3480.000000	120.000000	
30.000000	3.000000	2.000000	72.000000	78.000000	18.000000	1.800000	3.000000	3600.000000	360.000000	
30.500000	0.500000	1.000000	79.000000	80.000000	18.300000	0.300000	2.000000	3660.000000	60.000000	
31.000000	0.500000	1.000000	77.000000	72.000000	18.600000	0.300000	2.000000	3720.000000	60.000000	
31.500000	0.500000	1.000000	75.000000	68.000000	18.900000	0.300000	2.000000	3780.000000	60.000000	
32.000000	0.500000	1.000000	74.000000	71.000000	19.200000	0.300000	2.000000	3840.000000	60.000000	
32.000000	2.000000	4.000000	55.000000	67.000000	19.200000	1.200000	5.000000	3840.000000	240.000000	
32.500000	0.500000	1.000000	67.000000	63.000000	19.500000	0.300000	2.000000	3900.000000	60.000000	
33.000000	2.000000	1.000000	79.000000	96.000000	19.800000	1.200000	2.000000	3960.000000	240.000000	
33.000000	1.000000	2.000000	70.000000	70.000000	19.800000	0.600000	3.000000	3960.000000	120.000000	
34.000000	2.000000	2.000000	69.000000	75.000000	20.400000	1.200000	3.000000	4080.000000	240.000000	
34.000000	2.000000	4.000000	62.000000	84.000000	20.400000	1.200000	5.000000	4080.000000	240.000000	
35.000000	1.000000	1.000000	78.000000	78.000000	21.000000	0.600000	2.000000	4200.000000	120.000000	
36.000000	0.500000	1.000000	79.000000	80.000000	21.600000	0.300000	2.000000	4320.000000	60.000000	
36.000000	1.500000	2.000000	67.000000	73.000000	21.600000	0.900000	3.000000	4320.000000	180.000000	
36.000000	2.000000	4.000000	58.000000	76.000000	21.600000	1.200000	5.000000	4320.000000	240.000000	
36.500000	0.500000	1.000000	74.000000	66.000000	21.900000	0.300000	2.000000	4380.000000	60.000000	
37.000000	1.500000	1.000000	77.000000	80.000000	22.200000	0.900000	2.000000	4440.000000	180.000000	
37.500000	0.500000	2.000000	69.000000	80.000000	22.500000	0.300000	3.000000	4500.000000	60.000000	
38.000000	1.500000	2.000000	70.000000	78.000000	22.800000	0.900000	3.000000	4560.000000	180.000000	
38.000000	2.000000	4.000000	55.000000	71.000000	22.800000	1.200000	5.000000	4560.000000	240.000000	
38.500000	0.500000	1.000000	74.000000	66.000000	23.100000	0.300000	2.000000	4620.000000	60.000000	
39.000000	1.500000	1.000000	75.000000	81.000000	23.400000	0.900000	2.000000	4680.000000	180.000000	
39.500000	0.500000	2.000000	67.000000	73.000000	23.700000	0.300000	3.000000	4740.000000	60.000000	
40.000000	1.500000	2.000000	72.000000	86.000000	24.000000	0.900000	3.000000	4800.000000	180.000000	
40.000000	2.000000	4.000000	54.000000	72.000000	24.000000	1.200000	5.000000	4800.000000	240.000000	
40.500000	0.500000	1.000000	69.000000	67.000000	24.300000	0.300000	2.000000	4860.000000	60.000000	
41.000000	3.500000	1.000000	74.000000	86.000000	24.600000	2.100000	2.000000	4920.000000	420.000000	
41.500000	0.500000	2.000000	72.000000	78.000000	24.900000	0.300000	3.000000	4980.000000	60.000000	
42.000000	0.500000	2.000000	70.000000	76.000000	25.200000	0.300000	3.000000	5040.000000	60.000000	
42.000000	1.000000	4.000000	55.000000	81.000000	25.200000	0.600000	5.000000	5040.000000	120.000000	
42.500000	0.500000	2.000000	69.000000	74.000000	25.500000	0.300000	3.000000	5100.000000	60.000000	
43.000000	0.500000	2.000000	67.000000	72.000000	25.800000	0.300000	3.000000	5160.000000	60.000000	
43.000000	1.000000	4.000000	57.000000	83.000000	25.800000	0.600000	5.000000	5160.000000	120.000000	
43.500000	0.500000	2.000000	66.000000	74.000000	26.100000	0.300000	3.000000	5220.000000	60.000000	
44.000000	1.000000	2.000000	67.000000	78.000000	26.400000	0.600000	3.000000	5280.000000	120.000000	
44.000000	2.500000	4.000000	58.000000	72.000000	26.400000	1.500000	5.000000	5280.000000	300.000000	
44.500000	1.000000	1.000000	77.000000	84.000000	26.700000	0.600000	2.000000	5340.000000	120.000000	
45.000000	2.000000	2.000000	72.000000	85.000000	27.000000	1.200000	3.000000	5400.000000	240.000000	
45.500000	0.500000	1.000000	76.000000	75.000000	27.300000	0.300000	2.000000	5460.000000	60.000000	
46.000000	2.500000	1.000000	77.000000	80.000000	27.600000	1.500000	2.000000	5520.000000	300.000000	
46.500000	0.500000	4.000000	60.000000	81.000000	27.900000	0.300000	5.000000	5580.000000	60.000000	
47.000000	1.000000	2.000000	65.000000	62.000000	28.200000	0.600000	3.000000	5640.000000	120.000000	
47.000000	0.500000	4.000000	58.000000	72.000000	28.200000	0.300000	5.000000	5640.000000	60.000000	
47.500000	0.500000	4.000000	57.000000	70.000000	28.500000	0.300000	5.000000	5700.000000	60.000000	
48.000000	1.500000	2.000000	70.000000	86.000000	28.800000	0.900000	3.000000	5760.000000	180.000000	
48.000000	2.000000	3.000000	62.000000	77.000000	28.800000	1.200000	4.000000	5760.000000	240.000000	
48.000000	2.000000	4.000000	55.000000	78.000000	28.800000	1.200000	5.000000	5760.000000	240.000000	
48.500000	0.500000	1.000000	67.000000	59.000000	29.100000	0.300000	2.000000	5820.000000	60.000000	
49.000000	1.500000	1.000000	77.000000	90.000000	29.400000	0.900000	2.000000	5880.000000	180.000000	
49.500000	0.500000	2.000000	69.000000	76.000000	29.700000	0.300000	3.000000	5940.000000	60.000000	
50.000000	1.500000	2.000000	70.000000	81.000000	30.000000	0.900000	3.000000	6000.000000	180.000000	
50.000000	2.000000	3.000000	67.000000	83.000000	30.000000	1.200000	4.000000	6000.000000	240.000000	
50.500000	0.500000	1.000000	74.000000	72.000000	30.300000	0.300000	2.000000	6060.000000	60.000000	
51.000000	2.000000	1.000000	76.000000	77.000000	30.600000	1.200000	2.000000	6120.000000	240.000000	
51.500000	0.500000	2.000000	61.000000	61.000000	30.900000	0.300000	3.000000	6180.000000	60.000000	
52.000000	3.000000	2.000000	69.000000	88.000000	31.200000	1.800000	3.000000	6240.000000	360.000000	
52.000000	2.000000	3.000000	65.000000	72.000000	31.200000	1.200000	4.000000	6240.000000	240.000000	
53.000000	0.500000	1.000000	74.000000	72.000000	31.800000	0.300000	2.000000	6360.000000	60.000000	
53.000000	0.500000	4.000000	50.000000	70.000000	31.800000	0.300000	5.000000	6360.000000	60.000000	
53.500000	0.500000	1.000000	73.000000	67.000000	32.100000	0.300000	2.000000	6420.000000	60.000000	
53.500000	0.500000	4.000000	52.000000	77.000000	32.100000	0.300000	5.000000	6420.000000	60.000000	
54.000000	2.000000	1.000000	74.000000	77.000000	32.400000	1.200000	2.000000	6480.000000	240.000000	
54.000000	2.000000	3.000000	62.000000	70.000000	32.400000	1.200000	4.000000	6480.000000	240.000000	
54.000000	0.500000	4.000000	53.000000	77.000000	32.400000	0.300000	5.000000	6480.000000	60.000000	
54.500000	0.500000	4.000000	50.000000	73.000000	32.700000	0.300000	5.000000	6540.000000	60.000000	
55.000000	0.500000	2.000000	67.000000	78.000000	33.000000	0.300000	3.000000	6600.000000	60.000000	
55.000000	1.500000	4.000000	58.000000	82.000000	33.000000	0.900000	5.000000	6600.000000	180.000000	
55.500000	0.500000	2.000000	65.000000	68.000000	33.300000	0.300000	3.000000	6660.000000	60.000000	
56.000000	2.000000	1.000000	76.000000	81.000000	33.600000	1.200000	2.000000	6720.000000	240.000000	
56.000000	0.500000	2.000000	67.000000	81.000000	33.600000	0.300000	3.000000	6720.000000	60.000000	
56.000000	2.000000	3.000000	61.000000	71.000000	33.600000	1.200000	4.000000	6720.000000	240.000000	
56.500000	0.500000	2.000000	70.000000	84.000000	33.900000	0.300000	3.000000	6780.000000	60.000000	
56.500000	0.500000	4.000000	52.000000	68.000000	33.900000	0.300000	5.000000	6780.000000	60.000000	
57.000000	0.500000	2.000000	69.000000	76.000000	34.200000	0.300000	3.000000	6840.000000	60.000000	
57.000000	1.500000	4.000000	57.000000	83.000000	34.200000	0.900000	5.000000	6840.000000	180.000000	
57.500000	0.500000	2.000000	67.000000	68.000000	34.500000	0.300000	3.000000	6900.000000	60.000000	
58.000000	1.000000	1.000000	77.000000	78.000000	34.800000	0.600000	2.000000	6960.000000	120.000000	
58.000000	1.000000	2.000000	65.000000	72.000000	34.800000	0.600000	3.000000	6960.000000	120.000000	
58.000000	1.000000	3.000000	62.000000	78.000000	34.800000	0.600000	4.000000	6960.000000	120.000000	
58.500000	0.500000	4.000000	58.000000	82.000000	35.100000	0.300000	5.000000	7020.000000	60.000000	
59.000000	1.000000	1.000000	79.000000	81.000000	35.400000	0.600000	2.000000	7080.000000	120.000000	
59.000000	1.000000	3.000000	64.000000	77.000000	35.400000	0.600000	4.000000	7080.000000	120.000000	
59.000000	0.500000	4.000000	57.000000	76.000000	35.400000	0.300000	5.000000	7080.000000	60.000000	
59.500000	0.500000	4.000000	55.000000	76.000000	35.700000	0.300000	5.000000	7140.000000	60.000000	
60.000000	0.500000	1.000000	72.000000	57.000000	36.000000	0.300000	2.000000	7200.000000	60.000000	
60.000000	2.500000	3.000000	65.000000	83.000000	36.000000	1.500000	4.000000	7200.000000	300.000000	
60.000000	0.500000	4.000000	57.000000	80.000000	36.000000	0.300000	5.000000	7200.000000	60.000000	
60.500000	0.500000	1.000000	75.000000	78.000000	36.300000	0.300000	2.000000	7260.000000	60.000000	
60.500000	0.500000	4.000000	60.000000	81.000000	36.300000	0.300000	5.000000	7260.000000	60.000000	
61.000000	1.500000	1.000000	74.000000	71.000000	36.600000	0.900000	2.000000	7320.000000	180.000000	
61.000000	0.500000	4.000000	59.000000	77.000000	36.600000	0.300000	5.000000	7320.000000	60.000000	
61.500000	0.500000	4.000000	62.000000	83.000000	36.900000	0.300000	5.000000	7380.000000	60.000000	
62.000000	2.000000	4.000000	60.000000	69.000000	37.200000	1.200000	5.000000	7440.000000	240.000000	
62.500000	0.500000	1.000000	75.000000	81.000000	37.500000	0.300000	2.000000	7500.000000	60.000000	
62.500000	0.500000	3.000000	67.000000	80.000000	37.500000	0.300000	4.000000	7500.000000	60.000000	
63.000000	0.500000	1.000000	74.000000	77.000000	37.800000	0.300000	2.000000	7560.000000	60.000000	
63.000000	0.500000	3.000000	65.000000	73.000000	37.800000	0.300000	4.000000	7560.000000	60.000000	
63.500000	1.000000	1.000000	72.000000	76.000000	38.100000	0.600000	2.000000	7620.000000	120.000000	
63.500000	0.500000	3.000000	63.000000	72.000000	38.100000	0.300000	4.000000	7620.000000	60.000000	
64.000000	2.500000	3.000000	62.000000	71.000000	38.400000	1.500000	4.000000	7680.000000	300.000000	
64.000000	3.000000	4.000000	55.000000	71.000000	38.400000	1.800000	5.000000	7680.000000	360.000000	
64.500000	0.500000	1.000000	69.000000	67.000000	38.700000	0.300000	2.000000	7740.000000	60.000000	
65.000000	0.500000	1.000000	70.000000	80.000000	39.000000	0.300000	2.000000	7800.000000	60.000000	
65.500000	0.500000	1.000000	67.000000	71.000000	39.300000	0.300000	2.000000	7860.000000	60.000000	
66.000000	2.500000	1.000000	75.000000	92.000000	39.600000	1.500000	2.000000	7920.000000	300.000000	
66.500000	0.500000	3.000000	58.000000	69.000000	39.900000	0.300000	4.000000	7980.000000	60.000000	
67.000000	1.000000	3.000000	60.000000	76.000000	40.200000	0.600000	4.000000	8040.000000	120.000000	
67.000000	0.500000	4.000000	53.000000	73.000000	40.200000	0.300000	5.000000	8040.000000	60.000000	
67.500000	0.500000	4.000000	51.000000	74.000000	40.500000	0.300000	5.000000	8100.000000	60.000000	
68.000000	2.500000	3.000000	65.000000	86.000000	40.800000	1.500000	4.000000	8160.000000	300.000000	
68.000000	1.000000	4.000000	53.000000	80.000000	40.800000	0.600000	5.000000	8160.000000	120.000000	
68.500000	0.500000	1.000000	72.000000	72.000000	41.100000	0.300000	2.000000	8220.000000	60.000000	
69.000000	1.000000	1.000000	74.000000	81.000000	41.400000	0.600000	2.000000	8280.000000	120.000000	
69.000000	0.500000	4.000000	55.000000	78.000000	41.400000	0.300000	5.000000	8280.000000	60.000000	
69.500000	0.500000	4.000000	53.000000	72.000000	41.700000	0.300000	5.000000	8340.000000	60.000000	
70.000000	2.500000	1.000000	79.000000	85.000000	42.000000	1.500000	2.000000	8400.000000	300.000000	
70.000000	1.000000	4.000000	59.000000	82.000000	42.000000	0.600000	5.000000	8400.000000	120.000000	
70.500000	0.500000	3.000000	62.000000	71.000000	42.300000	0.300000	4.000000	8460.000000	60.000000	
71.000000	1.000000	3.000000	64.000000	83.000000	42.600000	0.600000	4.000000	8520.000000	120.000000	
71.000000	0.500000	4.000000	60.000000	80.000000	42.600000	0.300000	5.000000	8520.000000	60.000000	
71.500000	0.500000	4.000000	59.000000	74.000000	42.900000	0.300000	5.000000	8580.000000	60.000000	
72.000000	2.500000	3.000000	69.000000	90.000000	43.200000	1.500000	4.000000	8640.000000	300.000000	
72.000000	1.000000	4.000000	61.000000	82.000000	43.200000	0.600000	5.000000	8640.000000	120.000000	
72.500000	0.500000	1.000000	76.000000	68.000000	43.500000	0.300000	2.000000	8700.000000	60.000000	
73.000000	1.000000	1.000000	77.000000	78.000000	43.800000	0.600000	2.000000	8760.000000	120.000000	
73.000000	0.500000	4.000000	62.000000	78.000000	43.800000	0.300000	5.000000	8760.000000	60.000000	
73.500000	0.500000	4.000000	61.000000	76.000000	44.100000	0.300000	5.000000	8820.000000	60.000000	
74.000000	2.500000	1.000000	82.000000	85.000000	44.400000	1.500000	2.000000	8880.000000	300.000000	
74.000000	1.000000	4.000000	62.000000	76.000000	44.400000	0.600000	5.000000	8880.000000	120.000000	
74.500000	0.500000	3.000000	66.000000	75.000000	44.700000	0.300000	4.000000	8940.000000	60.000000	
75.000000	1.000000	3.000000	67.000000	80.000000	45.000000	0.600000	4.000000	9000.000000	120.000000	
75.000000	0.500000	4.000000	63.000000	79.000000	45.000000	0.300000	5.000000	9000.000000	60.000000	
75.500000	0.500000	4.000000	62.000000	70.000000	45.300000	0.300000	5.000000	9060.000000	60.000000	
76.000000	2.500000	3.000000	72.000000	83.000000	45.600000	1.500000	4.000000	9120.000000	300.000000	
76.000000	1.000000	4.000000	64.000000	79.000000	45.600000	0.600000	5.000000	9120.000000	120.000000	
76.500000	0.500000	1.000000	79.000000	71.000000	45.900000	0.300000	2.000000	9180.000000	60.000000	
77.000000	1.000000	1.000000	81.000000	82.000000	46.200000	0.600000	2.000000	9240.000000	120.000000	
77.000000	0.500000	4.000000	65.000000	77.000000	46.200000	0.300000	5.000000	9240.000000	60.000000	
77.500000	0.500000	4.000000	64.000000	76.000000	46.500000	0.300000	5.000000	9300.000000	60.000000	
78.000000	1.000000	1.000000	74.000000	62.000000	46.800000	0.600000	2.000000	9360.000000	120.000000	
78.000000	1.000000	4.000000	66.000000	83.000000	46.800000	0.600000	5.000000	9360.000000	120.000000	
